CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;nivel_0_LP5;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LP12;nivel_1_LP12;nivel_2_LP12;nivel_3_LP12;nivel_4_LP12;nivel_5_LP12;nivel_6_LP12;nivel_7_LP12;nivel_8_LP12;nivel_0_MT12;nivel_1_MT12;nivel_2_MT12;nivel_3_MT12;nivel_4_MT12;nivel_5_MT12;nivel_6_MT12;nivel_7_MT12;nivel_8_MT12;nivel_9_MT12;nivel_10_MT12
31;Minas Gerais;Municipal;Total;217,66;231,3;259,7;263,31;296,29;300,93;2,97;6,88;10,95;15,3;18,41;18,39;14,37;8,14;3,9;0,69;0,86;3,25;8,23;13,89;18,33;20,15;17,01;10,96;5,26;2;0,07;14,17;11,16;15,02;18,2;18,33;13,75;7,14;2,16;0,08;11,54;10,63;15,39;19,07;19,68;14,17;6,48;2,21;0,82;0;10,44;7,59;11,82;15,67;21,51;21,14;9,68;2,07;0,08;7,83;6,92;12,14;18,11;21,22;18,98;10,16;3,55;1,02;0,07;0
31;Minas Gerais;Municipal;Urbana;218,17;231,77;260,82;264,5;296,19;300,69;2,92;6,78;10,84;15,16;18,4;18,39;14,55;8,27;3,97;0,71;0,83;3,16;8,1;13,76;18,29;20,18;17,12;11,12;5,35;2,02;0,07;13,93;10,73;14,7;18,06;18,58;14,16;7,49;2,27;0,08;11,14;10,34;15,09;18,95;19,96;14,65;6,71;2,29;0,87;0;10,51;7,52;12;15,75;21,33;20,95;9,73;2,12;0,08;7,84;7,04;12,4;18,25;20,95;18,73;10,09;3,58;1,05;0,07;0
31;Minas Gerais;Privada;Rural;242,85;259,66;230,8;242,77;303,78;319,65;0;0;6,67;0;23,33;33,33;20;16,67;0;0;0;0;0;3,33;13,33;26,67;16,67;30;3,33;6,67;0;28;20;22;10;6;8;6;0;0;20;12;26;18;10;10;2;2;0;0;14,04;1,75;5,26;17,54;21,05;22,81;17,54;0;0;0;7,02;7,02;15,79;24,56;24,56;10,53;7,02;3,51;0;0
31;Minas Gerais;Privada;Total;257,15;274,77;304,87;319,6;333,38;354,87;0,34;0,92;2,38;5,17;11,88;19,3;24,06;20,9;12,34;2,72;0,1;0;0,68;3,03;6,87;13,43;23,96;25,45;16,69;9,11;0,68;3,09;2,51;5,12;9,58;17,6;25,69;23,7;12,3;0,41;1,88;2,04;3,49;6,91;13,88;22,12;22,82;18,27;8,59;0;2,28;2,25;3,34;8,45;17,35;27,75;27,19;10,92;0,48;1,55;0,96;2,53;5,87;12,25;18,61;23,84;18,28;11,74;4,38;0
31;Minas Gerais;Privada;Urbana;257,17;274,8;305,28;320,02;333,53;355,05;0,34;0,92;2,37;5,17;11,86;19,27;24,06;20,9;12,36;2,72;0,1;0;0,68;3,03;6,86;13,41;23,98;25,44;16,72;9,11;0,68;2,95;2,42;5,03;9,57;17,66;25,79;23,79;12,37;0,42;1,78;1,98;3,36;6,85;13,9;22,19;22,93;18,36;8,64;0;2,22;2,25;3,33;8,4;17,33;27,77;27,24;10,97;0,48;1,56;0,93;2,5;5,82;12,19;18,58;23,9;18,34;11,78;4,4;0
31;Minas Gerais;Total - Estadual e Municipal;Rural;209,4;222,85;247,32;250,8;259,64;260,24;4,11;8,68;12,84;17,02;18,67;17,66;11,66;6,07;2,84;0,47;1,24;4,99;10,55;16,08;19,03;19,02;15,28;8,32;3,82;1,61;0,07;18,14;15,67;17,2;18,79;15,3;9,77;4,01;1,08;0,04;16,58;13,41;18,11;19,58;16,58;9,56;4,37;1,5;0,31;0;25,85;16,74;20,34;16,87;10,87;6,73;2,34;0,26;0;24,39;16,25;20,38;18,22;11,69;6,04;2,32;0,58;0,11;0,02;0
31;Minas Gerais;Total - Estadual e Municipal;Total;219,1;232;257,29;261,3;277,54;278,45;2,99;6,69;10,58;14,81;18,05;18,43;14,89;8,56;4,22;0,77;0,86;3,29;8,15;13,67;17,94;19,92;17,19;11,35;5,44;2,1;0,08;15,59;11,7;15,17;17,67;17,65;13,32;6,78;2,05;0,07;12,81;11,12;15,49;18,59;19,12;13,66;6,15;2,28;0,78;0;17,46;11,96;15,92;18,33;17,39;12,4;5,41;1,09;0,03;16,2;12,32;16,68;19,72;16,61;10,96;5,2;1,74;0,46;0,11;0
31;Minas Gerais;Total - Estadual e Municipal;Urbana;219,68;232,54;257,81;261,85;278;278,92;2,92;6,57;10,45;14,68;18,02;18,48;15,08;8,71;4,31;0,79;0,84;3,19;8,01;13,52;17,88;19,97;17,31;11,53;5,54;2,13;0,08;15,46;11,49;15,07;17,61;17,77;13,5;6,92;2,1;0,08;12,61;11;15,35;18,53;19,26;13,88;6,24;2,32;0,8;0;17,25;11,84;15,81;18,37;17,56;12,54;5,49;1,11;0,03;15,99;12,22;16,58;19,76;16,74;11,08;5,28;1,77;0,47;0,11;0
31;Minas Gerais;Total - Federal, Estadual e Municipal;Rural;209,4;222,85;247,32;250,8;261,15;262,08;4,11;8,68;12,84;17,02;18,67;17,66;11,66;6,07;2,84;0,47;1,24;4,99;10,55;16,08;19,03;19,02;15,28;8,32;3,82;1,61;0,07;18,14;15,67;17,2;18,79;15,3;9,77;4,01;1,08;0,04;16,58;13,41;18,11;19,58;16,58;9,56;4,37;1,5;0,31;0;25,47;16,47;20,01;16,6;10,88;7,02;2,95;0,58;0,03;24,03;15,99;20,06;17,93;11,6;5,97;2,75;1,22;0,38;0,08;0
31;Minas Gerais;Total - Federal, Estadual e Municipal;Total;219,14;232,03;257,4;261,44;277,81;278,85;2,98;6,69;10,58;14,8;18,05;18,44;14,89;8,57;4,23;0,77;0,86;3,29;8,15;13,66;17,93;19,92;17,2;11,36;5,45;2,11;0,08;15,56;11,68;15,15;17,65;17,64;13,35;6,81;2,08;0,08;12,78;11,1;15,46;18,56;19,11;13,68;6,18;2,31;0,82;0;17,41;11,92;15,87;18,27;17,36;12,45;5,52;1,17;0,03;16,14;12,28;16,62;19,65;16,57;10,95;5,24;1,8;0,57;0,17;0
31;Minas Gerais;Total - Federal, Estadual e Municipal;Urbana;219,72;232,58;257,92;262;278,24;279,28;2,92;6,57;10,44;14,67;18,01;18,49;15,09;8,72;4,31;0,79;0,84;3,19;8;13,51;17,87;19,97;17,31;11,54;5,55;2,14;0,08;15,43;11,47;15,05;17,59;17,77;13,53;6,96;2,13;0,08;12,59;10,98;15,32;18,51;19,24;13,9;6,28;2,35;0,84;0;17,2;11,8;15,76;18,31;17,53;12,59;5,59;1,18;0,03;15,94;12,18;16,53;19,7;16,7;11,08;5,31;1,82;0,58;0,17;0
31;Minas Gerais;Total - Federal, Estadual, Municipal e Privada;Rural;209,54;223,01;247,08;250,68;262,14;263,43;4,09;8,64;12,81;16,94;18,69;17,72;11,7;6,11;2,82;0,46;1,24;4,97;10,51;16,03;19;19,05;15,28;8,41;3,81;1,63;0,07;18,29;15,73;17,27;18,66;15,16;9,75;4,04;1,06;0,04;16,63;13,39;18,22;19,56;16,48;9,57;4,33;1,5;0,31;0;25,2;16,13;19,67;16,62;11,11;7,38;3,29;0,56;0,03;23,47;15,78;19,75;17,88;11,9;6,41;2,93;1,36;0,45;0,08;0
31;Minas Gerais;Total - Federal, Estadual, Municipal e Privada;Total;223,87;237,36;263;268,3;283,75;286,98;2,65;5,97;9,55;13,6;17,28;18,55;16,04;10,11;5,24;1,01;0,77;2,88;7,22;12,33;16,55;19,11;18,04;13,12;6,85;2,98;0,15;14,09;10,6;13,97;16,7;17,64;14,8;8,8;3,28;0,12;11,5;10,03;14,05;17,19;18,49;14,68;8,14;4,19;1,73;0;15,79;10,88;14,53;17,22;17,36;14,08;7,84;2,21;0,08;14,58;11,07;15,11;18,18;16,11;11,77;7,23;3,57;1,76;0,62;0
31;Minas Gerais;Total - Federal, Estadual, Municipal e Privada;Urbana;224,62;238,11;263,74;269,12;284,27;287,54;2,58;5,83;9,38;13,43;17,21;18,59;16,26;10,31;5,36;1,04;0,74;2,77;7,05;12,14;16,43;19,11;18,18;13,36;7,01;3,05;0,16;13,9;10,36;13,82;16,61;17,75;15,04;9,02;3,39;0,12;11,26;9,87;13,85;17,08;18,58;14,92;8,32;4,32;1,8;0;15,56;10,76;14,4;17,23;17,51;14,24;7,95;2,25;0,08;14,37;10,95;15;18,19;16,21;11,9;7,33;3,62;1,8;0,63;0
32;Espírito Santo;Estadual;Rural;215,13;227,42;265,44;271,6;287,93;289,67;2,07;8,01;10,44;17,46;17,97;18,87;15,94;5,83;3,09;0,31;1,21;5,66;7,57;14,24;18,04;20,44;16,83;9,71;4,87;1,43;0;7,8;11,85;16,2;17,88;22,76;14,62;6,84;1,91;0,14;6,08;9,66;14,38;18,64;23,36;18,35;7,2;1,84;0,49;0;10,26;9,47;15,67;22,12;22,18;12,92;6,61;0,76;0;10,8;10,82;15,75;18,51;18,57;13,96;8,63;2,56;0,42;0;0
32;Espírito Santo;Estadual;Total;217,94;228,54;257,89;263,18;286,97;289,15;2,28;6,51;11,61;15,53;18,48;18,98;14,12;8,14;3,95;0,4;0,68;3,15;8,35;15,19;20,72;19,18;16,51;10,18;4,41;1,61;0,03;14,29;11,4;15,67;19,1;18,29;12,73;6,72;1,72;0,08;11,12;10,41;15,8;19,27;20,67;13,85;5,84;2,25;0,79;0;12,45;9,03;14,34;20,1;21,61;15,24;5,94;1,28;0,02;11,3;9,68;15,41;19,91;19,31;13,86;7,3;2,44;0,7;0,1;0
32;Espírito Santo;Estadual;Urbana;218,23;228,65;257,54;262,79;286,95;289,14;2,3;6,35;11,73;15,34;18,53;18,99;13,94;8,37;4,04;0,41;0,63;2,9;8,43;15,28;20,99;19,05;16,47;10,23;4,36;1,63;0,03;14,59;11,38;15,65;19,16;18,08;12,64;6,71;1,71;0,07;11,36;10,44;15,87;19,3;20,54;13,65;5,77;2,27;0,8;0;12,5;9,02;14,31;20,05;21,59;15,29;5,92;1,29;0,02;11,31;9,66;15,4;19,94;19,33;13,85;7,27;2,44;0,7;0,1;0
32;Espírito Santo;Federal;Rural;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Espírito Santo;Federal;Total;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Espírito Santo;Federal;Urbana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;Espírito Santo;Municipal;Rural;212,03;226,86;258,88;269,06;;;2,76;7;11,64;18,92;20,46;18,22;12,17;6,08;2,21;0,55;0,42;2,57;8,11;16,22;22,18;22,45;14,37;8,99;3,34;1,28;0,07;12,21;11,1;17,08;21,79;17,99;12,63;5,14;1,94;0,13;8,12;9,45;15,57;19,64;21,82;14,59;7;2,94;0,88;0;;;;;;;;;;;;;;;;;;;;
32;Espírito Santo;Municipal;Total;214,73;228,1;259,18;264,71;;;2,69;6,76;12,1;17,02;19,32;18,01;13,32;7,03;3,21;0,55;0,71;2,71;8,1;15,49;20,79;21,43;15,65;9,57;4,11;1,38;0,05;14,23;11,1;15,05;18,91;17,84;13,53;7,09;2,18;0,06;11,07;10,19;15,02;19,54;20,03;14,01;6,58;2,67;0,88;0;;;;;;;;;;;;;;;;;;;;
32;Espírito Santo;Municipal;Urbana;214,97;228,21;259,22;264,14;;;2,68;6,74;12,14;16,86;19,22;17,99;13,42;7,11;3,3;0,55;0,74;2,72;8,1;15,43;20,67;21,34;15,76;9,62;4,18;1,38;0,05;14,49;11,1;14,79;18,54;17,82;13,65;7,34;2,21;0,05;11,46;10,29;14,95;19,53;19,8;13,93;6,53;2,64;0,88;0;;;;;;;;;;;;;;;;;;;;
32;Espírito Santo;Privada;Rural;;;245,44;244,77;;;;;;;;;;;;;;;;;;;;;;;;23,08;15,38;15,38;15,38;23,08;7,69;0;0;0;7,69;15,38;30,77;30,77;15,38;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
32;Espírito Santo;Privada;Total;250,75;266,31;302,23;317,86;330,38;354,81;0,83;1,15;3,97;7,1;13,72;18;23,41;18,67;11,86;1,3;0,18;0,48;0,83;5,75;10,45;15,98;24,68;16,82;16,56;8,03;0,24;5,21;2,79;5,24;9,51;17,01;24,26;23,08;12,66;0,24;2,28;1,76;5,37;8,11;13,33;19,92;22,38;17,11;9,74;0;3,3;1,8;3,53;9,25;17,57;30;26,08;7,85;0,62;1;1,68;2,56;6,9;11,26;20,52;21,49;16,99;11,68;5,92;0
32;Espírito Santo;Privada;Urbana;250,75;266,31;303,61;319,64;330,38;354,81;0,83;1,15;3,97;7,1;13,72;18;23,41;18,67;11,86;1,3;0,18;0,48;0,83;5,75;10,45;15,98;24,68;16,82;16,56;8,03;0,24;4,78;2,49;4,99;9,37;16,86;24,67;23,64;12,96;0,24;2,15;1,42;4,75;7,56;13,28;20,4;22,93;17,52;9,98;0;3,3;1,8;3,53;9,25;17,57;30;26,08;7,85;0,62;1;1,68;2,56;6,9;11,26;20,52;21,49;16,99;11,68;5,92;0
32;Espírito Santo;Total - Estadual e Municipal;Rural;212,57;226,95;260,38;269,64;287,93;289,67;2,64;7,17;11,43;18,67;20,04;18,33;12,82;6,03;2,36;0,51;0,56;3,1;8,02;15,88;21,47;22,1;14,79;9,11;3,61;1,3;0,06;11,2;11,27;16,88;20,89;19,08;13,09;5,53;1,93;0,13;7,65;9,5;15,3;19,41;22,17;15,45;7,04;2,69;0,79;0;10,26;9,47;15,67;22,12;22,18;12,92;6,61;0,76;0;10,8;10,82;15,75;18,51;18,57;13,96;8,63;2,56;0,42;0;0
32;Espírito Santo;Total - Estadual e Municipal;Total;215,23;228,17;258,62;264,04;286,97;289,15;2,62;6,72;12,02;16,79;19,19;18,15;13,44;7,2;3,33;0,53;0,71;2,78;8,14;15,44;20,78;21,08;15,78;9,67;4,16;1,41;0,05;14,26;11,23;15,32;19;18,04;13,18;6,93;1,98;0,07;11,09;10,29;15,36;19,42;20,31;13,94;6,26;2,49;0,84;0;12,45;9,03;14,34;20,1;21,61;15,24;5,94;1,28;0,02;11,3;9,68;15,41;19,91;19,31;13,86;7,3;2,44;0,7;0,1;0
32;Espírito Santo;Total - Estadual e Municipal;Urbana;215,46;228,27;258,46;263,52;286,95;289,14;2,62;6,68;12,07;16,63;19,11;18,14;13,5;7,3;3,41;0,53;0,72;2,75;8,15;15,41;20,72;20,99;15,87;9,72;4,21;1,42;0,05;14,54;11,23;15,18;18,82;17,94;13,19;7,06;1,98;0,06;11,41;10,36;15,37;19,42;20,14;13,8;6,18;2,47;0,84;0;12,5;9,02;14,31;20,05;21,59;15,29;5,92;1,29;0,02;11,31;9,66;15,4;19,94;19,33;13,85;7,27;2,44;0,7;0,1;0
32;Espírito Santo;Total - Federal, Estadual e Municipal;Rural;212,57;226,95;260,38;269,64;287,93;289,67;2,64;7,17;11,43;18,67;20,04;18,33;12,82;6,03;2,36;0,51;0,56;3,1;8,02;15,88;21,47;22,1;14,79;9,11;3,61;1,3;0,06;11,2;11,27;16,88;20,89;19,08;13,09;5,53;1,93;0,13;7,65;9,5;15,3;19,41;22,17;15,45;7,04;2,69;0,79;0;10,26;9,47;15,67;22,12;22,18;12,92;6,61;0,76;0;10,8;10,82;15,75;18,51;18,57;13,96;8,63;2,56;0,42;0;0
32;Espírito Santo;Total - Federal, Estadual e Municipal;Total;215,23;228,17;258,62;264,04;286,97;289,15;2,62;6,72;12,02;16,79;19,19;18,15;13,44;7,2;3,33;0,53;0,71;2,78;8,14;15,44;20,78;21,08;15,78;9,67;4,16;1,41;0,05;14,26;11,23;15,32;19;18,04;13,18;6,93;1,98;0,07;11,09;10,29;15,36;19,42;20,31;13,94;6,26;2,49;0,84;0;12,45;9,03;14,34;20,1;21,61;15,24;5,94;1,28;0,02;11,3;9,68;15,41;19,91;19,31;13,86;7,3;2,44;0,7;0,1;0
32;Espírito Santo;Total - Federal, Estadual e Municipal;Urbana;215,46;228,27;258,46;263,52;286,95;289,14;2,62;6,68;12,07;16,63;19,11;18,14;13,5;7,3;3,41;0,53;0,72;2,75;8,15;15,41;20,72;20,99;15,87;9,72;4,21;1,42;0,05;14,54;11,23;15,18;18,82;17,94;13,19;7,06;1,98;0,06;11,41;10,36;15,37;19,42;20,14;13,8;6,18;2,47;0,84;0;12,5;9,02;14,31;20,05;21,59;15,29;5,92;1,29;0,02;11,31;9,66;15,4;19,94;19,33;13,85;7,27;2,44;0,7;0,1;0
32;Espírito Santo;Total - Federal, Estadual, Municipal e Privada;Rural;212,57;226,95;259,77;268,62;287,93;289,67;2,64;7,17;11,43;18,67;20,04;18,33;12,82;6,03;2,36;0,51;0,56;3,1;8,02;15,88;21,47;22,1;14,79;9,11;3,61;1,3;0,06;11,68;11,44;16,82;20,67;19,25;12,87;5,3;1,86;0,13;7,65;9,74;15,93;19,88;21,9;14,82;6,75;2,58;0,76;0;10,26;9,47;15,67;22,12;22,18;12,92;6,61;0,76;0;10,8;10,82;15,75;18,51;18,57;13,96;8,63;2,56;0,42;0;0
32;Espírito Santo;Total - Federal, Estadual, Municipal e Privada;Total;219,91;233,2;264,35;271,11;293,03;298,32;2,39;5,98;10,96;15,51;18,47;18,13;14,76;8,71;4,45;0,63;0,64;2,47;7,18;14,16;19,42;20,41;16,96;10,61;5,79;2,28;0,07;13,07;10,12;14;17,75;17,9;14,64;9,05;3,38;0,09;9,94;9,17;14,05;17,94;19,39;14,72;8,38;4,41;2,01;0;11,17;8,02;12,83;18,58;21,05;17,3;8,75;2,19;0,11;9,86;8,57;13,61;18,09;18,19;14,79;9,28;4,47;2,23;0,91;0
32;Espírito Santo;Total - Federal, Estadual, Municipal e Privada;Urbana;220,47;233,67;264,73;271,31;293,14;298,49;2,37;5,89;10,92;15,27;18,35;18,12;14,9;8,92;4,61;0,64;0,65;2,42;7,11;14,03;19,26;20,28;17,12;10,72;5,96;2,36;0,07;13,18;10,01;13,77;17,51;17,79;14,78;9,36;3,51;0,09;10,13;9,12;13,9;17,78;19,19;14,72;8,51;4,56;2,11;0;11,19;7,99;12,77;18,51;21,02;17,38;8,79;2,22;0,11;9,84;8,52;13,57;18,08;18,18;14,8;9,29;4,51;2,27;0,93;0
33;Rio de Janeiro;Estadual;Rural;;;244,33;249,3;268,14;268,37;;;;;;;;;;;;;;;;;;;;;;20,71;13,64;19,04;18,66;14,58;8,49;3,56;1,31;0;14,68;14,89;19,94;19,64;17,62;8,41;3,64;1,01;0,17;0;21,04;15,1;17,23;18,71;13,71;9,93;3,55;0,72;0;20,6;15,08;17,48;19,68;14,13;8,53;3,34;1,05;0,12;0;0
33;Rio de Janeiro;Estadual;Total;213,58;220,02;245,76;246,06;268,77;265,4;1,66;3,83;12,26;20,33;24,1;15,71;15,27;6,32;0,52;0;0;1,68;10,13;19,1;25,38;22,21;14,13;4,27;2,18;0,91;0;19,54;14,4;17,83;18,63;15,4;9,3;3,85;1;0,04;17,27;15,05;19,54;20,21;15,93;8,41;2,6;0,79;0,21;0;22,23;13,61;16,4;17,89;15,47;9,79;3,84;0,76;0,02;22,5;14,92;18,26;19,08;13,71;7,52;2,96;0,82;0,2;0,04;0
33;Rio de Janeiro;Estadual;Urbana;213,58;220,02;245,83;245,9;268,79;265,29;1,66;3,83;12,26;20,33;24,1;15,71;15,27;6,32;0,52;0;0;1,68;10,13;19,1;25,38;22,21;14,13;4,27;2,18;0,91;0;19,48;14,44;17,77;18,63;15,44;9,34;3,87;0,99;0,04;17,4;15,05;19,52;20,24;15,85;8,41;2,55;0,78;0,21;0;22,27;13,55;16,37;17,86;15,53;9,78;3,85;0,77;0,02;22,57;14,91;18,29;19,06;13,7;7,48;2,94;0,81;0,2;0,04;0
33;Rio de Janeiro;Federal;Rural;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Rio de Janeiro;Federal;Total;244,33;265,43;303,76;318,45;341,41;358,86;0,63;1,38;1,83;11,23;14,83;24,66;22,54;13,53;7,9;1,47;0,15;0,14;0,44;3,05;9,09;20,78;26,47;21,11;14,43;4,17;0,16;4,09;2,92;4,87;10,69;17,35;22,92;23,86;12,59;0,72;2,13;1,56;3,98;8,11;14,59;20,85;23,02;16,69;9,07;0;2,38;1,51;2,85;5,11;12,79;25,05;34,28;15,2;0,82;2,24;1,04;1,76;4,07;8,84;19,26;24,73;19,93;12,73;5,41;0
33;Rio de Janeiro;Federal;Urbana;244,33;265,43;303,76;318,45;341,41;358,86;0,63;1,38;1,83;11,23;14,83;24,66;22,54;13,53;7,9;1,47;0,15;0,14;0,44;3,05;9,09;20,78;26,47;21,11;14,43;4,17;0,16;4,09;2,92;4,87;10,69;17,35;22,92;23,86;12,59;0,72;2,13;1,56;3,98;8,11;14,59;20,85;23,02;16,69;9,07;0;2,38;1,51;2,85;5,11;12,79;25,05;34,28;15,2;0,82;2,24;1,04;1,76;4,07;8,84;19,26;24,73;19,93;12,73;5,41;0
33;Rio de Janeiro;Municipal;Rural;205,18;216,02;250,75;252,28;;;2,83;8,53;14,94;19,95;20,97;16,27;9,8;4,63;1,82;0,25;0,78;3,94;11,81;20,21;23,82;18,76;12,07;5,68;2,16;0,76;0,01;16,06;13,29;18,18;20,1;17,19;9,89;4,04;1,21;0,04;13,83;13,7;18,65;20,71;18,45;10,33;3,41;0,8;0,11;0;;;;;;;;;;;;;;;;;;;;
33;Rio de Janeiro;Municipal;Total;207,82;219,21;255,47;256,7;291,32;292,91;3,04;8,05;14,18;19,17;19,91;16,86;10,87;5,24;2,3;0,38;0,82;3,78;10,67;18,95;22,9;19,41;12,98;6,79;2,71;0,97;0,02;14,83;12,32;16,6;19,1;17,91;12,02;5,63;1,55;0,06;12,02;12,74;18,21;20,94;18,75;11,09;4,35;1,46;0,45;0;14,65;7,29;11,42;17,91;17,2;17,24;11,38;2,91;0;13,29;7,66;12,44;20,2;16,43;16,89;7,08;4,59;1,17;0,25;0
33;Rio de Janeiro;Municipal;Urbana;208,03;219,47;255,75;256,97;291,32;292,91;3,05;8,02;14,11;19,11;19,82;16,91;10,96;5,29;2,34;0,39;0,83;3,77;10,58;18,85;22,82;19,47;13,05;6,88;2,75;0,99;0,02;14,75;12,26;16,5;19,04;17,95;12,14;5,72;1,57;0,06;11,91;12,69;18,18;20,95;18,76;11,14;4,4;1,5;0,47;0;14,65;7,29;11,42;17,91;17,2;17,24;11,38;2,91;0;13,29;7,66;12,44;20,2;16,43;16,89;7,08;4,59;1,17;0,25;0
33;Rio de Janeiro;Privada;Rural;227,41;227,63;291,03;295,24;322,27;348,44;0;3,7;7,41;14,81;40,74;7,41;3,7;11,11;11,11;0;0;3,7;7,41;7,41;37,04;18,52;11,11;11,11;3,7;0;0;6,12;1,88;5,3;15,9;25,68;24,85;10,84;9,42;0;6,12;1,53;7,66;10,95;24,26;22,5;15,9;8,48;2,59;0;0;0;11,11;16,67;22,22;22,22;27,78;0;0;0;0;0;11,11;11,11;33,33;22,22;11,11;5,56;5,56;0
33;Rio de Janeiro;Privada;Total;236,29;247,46;286,85;298,56;315,12;323,32;0,59;1,89;4,25;11,07;20,07;26,38;18,98;9,93;6,01;0,82;0,29;0,34;1,85;9,4;18,37;23,56;21,75;14,86;6,87;2,33;0,39;6,87;4,66;9,7;14,05;20,04;22,13;15,54;6,75;0,26;2,78;4,5;8,61;12,78;19,46;21,6;15,99;9,9;4,37;0;6,66;5,55;6,39;11,76;19,55;24,09;19,48;6,27;0,25;5,71;4,18;9,32;11,82;17,53;19,09;14,28;9,63;5,78;2,66;0
33;Rio de Janeiro;Privada;Urbana;236,37;247,64;286,82;298,59;315,07;323,15;0,6;1,88;4,22;11,04;19,89;26,55;19,12;9,92;5,96;0,83;0,29;0,31;1,8;9,42;18,21;23,6;21,84;14,89;6,89;2,35;0,39;6,88;4,68;9,73;14,04;20;22,11;15,57;6,73;0,26;2,76;4,53;8,61;12,79;19,42;21,59;15,99;9,91;4,39;0;6,7;5,58;6,36;11,73;19,53;24,1;19,42;6,31;0,25;5,75;4,21;9,38;11,83;17,57;19;14,23;9,62;5,78;2,64;0
33;Rio de Janeiro;Total - Estadual e Municipal;Rural;205,18;216,02;248,86;251,4;268,14;268,37;2,83;8,53;14,94;19,95;20,97;16,27;9,8;4,63;1,82;0,25;0,78;3,94;11,81;20,21;23,82;18,76;12,07;5,68;2,16;0,76;0,01;17,43;13,4;18,43;19,67;16,42;9,48;3,9;1,24;0,03;14,08;14,05;19,03;20,39;18,2;9,77;3,48;0,86;0,13;0;21,04;15,1;17,23;18,71;13,71;9,93;3,55;0,72;0;20,6;15,08;17,48;19,68;14,13;8,53;3,34;1,05;0,12;0;0
33;Rio de Janeiro;Total - Estadual e Municipal;Total;207,83;219,21;252,2;253,12;268,97;265,65;3,03;8,05;14,17;19,18;19,92;16,86;10,88;5,25;2,3;0,38;0,82;3,78;10,67;18,95;22,9;19,42;12,98;6,78;2,71;0,97;0,02;16,41;13,02;17,01;18,94;17,06;11,1;5,03;1,37;0,05;13,79;13,52;18,65;20,69;17,8;10,19;3,76;1,23;0,37;0;22,16;13,55;16,35;17,89;15,48;9,86;3,91;0,78;0,02;22,42;14,85;18,21;19,09;13,74;7,6;2,99;0,85;0,21;0,04;0
33;Rio de Janeiro;Total - Estadual e Municipal;Urbana;208,05;219,47;252,39;253,22;269;265,55;3,05;8,01;14,11;19,11;19,83;16,9;10,97;5,29;2,34;0,39;0,83;3,76;10,57;18,85;22,83;19,47;13,05;6,87;2,75;0,99;0,02;16,36;13;16,93;18,9;17,1;11,19;5,09;1,37;0,05;13,77;13,49;18,63;20,71;17,77;10,21;3,78;1,25;0,38;0;22,2;13,49;16,32;17,86;15,55;9,85;3,92;0,79;0,02;22,48;14,84;18,23;19,07;13,72;7,57;2,98;0,85;0,21;0,04;0
33;Rio de Janeiro;Total - Federal, Estadual e Municipal;Rural;205,18;216,02;248,86;251,4;268,14;268,37;2,83;8,53;14,94;19,95;20,97;16,27;9,8;4,63;1,82;0,25;0,78;3,94;11,81;20,21;23,82;18,76;12,07;5,68;2,16;0,76;0,01;17,43;13,4;18,43;19,67;16,42;9,48;3,9;1,24;0,03;14,08;14,05;19,03;20,39;18,2;9,77;3,48;0,86;0,13;0;21,04;15,1;17,23;18,71;13,71;9,93;3,55;0,72;0;20,6;15,08;17,48;19,68;14,13;8,53;3,34;1,05;0,12;0;0
