CO_REGIAO;NO_REGIAO;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LP12;nivel_1_LP12;nivel_2_LP12;nivel_3_LP12;nivel_4_LP12;nivel_5_LP12;nivel_6_LP12;nivel_7_LP12;nivel_8_LP12;nivel_0_MT12;nivel_1_MT12;nivel_2_MT12;nivel_3_MT12;nivel_4_MT12;nivel_5_MT12;nivel_6_MT12;nivel_7_MT12;nivel_8_MT12;nivel_9_MT12;nivel_10_MT12
5;Centro-Oeste;Total - Federal, Estadual e Municipal;Rural;Capital;211,99;221,2;249,41;251,36;264,76;266,84;6,5;13,35;17,91;20,84;18,8;12,35;5,75;1,88;0,48;0,55;3,41;10,08;17,67;21,49;20,88;16,54;6,94;1,86;0,58;0;15,7;13,44;18,9;21,15;18,23;8,03;3,54;1,01;0;12,19;15,35;20,95;21,66;15,99;9,08;3,69;0,82;0,18;0,09;24,65;13,64;21,05;15,77;10,99;10,79;2,23;0,89;0;16,88;18,2;22,16;16,86;15,91;8,09;1,64;0;0,25;0;0
5;Centro-Oeste;Total - Federal, Estadual e Municipal;Rural;Interior;192,9;203,49;242,88;243,43;250,06;253,43;13,22;19,53;20,84;17,39;12,8;7;3,21;0,94;0,17;1,59;8,43;17,19;22,05;20,46;15,53;9,28;3,87;1,21;0,28;0,1;19,38;16,03;19,42;19,84;14,55;7,64;2,33;0,8;0;17,79;17,21;21,23;19,18;13,51;7,01;2,79;0,9;0,34;0,04;31,45;19,23;20,1;15,79;8,48;3,84;0,78;0,33;0;25,54;23;21,69;15,17;9;4,17;1,13;0,27;0,02;0;0
5;Centro-Oeste;Total - Federal, Estadual e Municipal;Rural;Total;196,29;206,64;243,76;244,5;251,58;254,82;12,03;18,43;20,32;18,01;13,87;7,95;3,66;1,11;0,23;1,4;7,54;15,93;21,27;20,64;16,48;10,57;4,42;1,33;0,33;0,08;18,89;15,68;19,35;20,02;15,05;7,69;2,5;0,83;0;17,03;16,96;21,19;19,51;13,85;7,29;2,91;0,89;0,32;0,04;30,74;18,65;20,2;15,79;8,74;4,56;0,93;0,38;0;24,64;22,5;21,74;15,35;9,71;4,58;1,18;0,24;0,05;0;0
5;Centro-Oeste;Total - Federal, Estadual e Municipal;Total;Capital;216,88;223,27;256,83;255,76;265,84;267,24;5,43;11,16;17,72;21,14;19,28;13,45;6,74;2,75;0,61;0,59;3,48;9,5;16,7;21,18;21,49;15,72;7,81;2,63;0,74;0,15;13,72;11,63;16,49;20,08;19,18;12,35;4,73;1,81;0;11,98;13,56;19,8;20,49;16,77;10,51;4,7;1,58;0,5;0,12;24,26;13,53;16,53;17,67;14,45;9,02;3,57;0,92;0,05;21,95;16,54;18,27;16,17;12,98;8,31;3,71;1,45;0,47;0,15;0
5;Centro-Oeste;Total - Federal, Estadual e Municipal;Total;Interior;212,13;220,02;258,2;256,02;265,18;266,37;6,99;12,99;18,16;20,24;17,93;12,06;6,12;2,45;0,61;0,83;4,28;11,1;18,03;20,73;19,56;14,4;7,31;2,72;0,83;0,21;12,03;11,66;17,12;21,05;19,63;12,09;4,76;1,67;0;11,93;14,06;19,54;19,91;16,66;10,66;4,86;1,76;0,51;0,1;21,58;15,6;19,12;19,14;14,36;7,24;2,42;0,51;0,03;19,7;18,4;20,4;17,01;12,63;7,51;3,04;0,98;0,29;0,05;0
5;Centro-Oeste;Total - Federal, Estadual e Municipal;Total;Total;213,53;220,98;257,77;255,94;265,4;266,66;6,53;12,45;18,03;20,5;18,33;12,47;6,3;2,54;0,61;0,76;4,04;10,63;17,64;20,86;20,13;14,79;7,46;2,7;0,8;0,19;12,57;11,65;16,92;20,74;19,49;12,17;4,75;1,71;0;11,94;13,9;19,62;20,1;16,7;10,61;4,81;1,7;0,51;0,1;22,47;14,92;18,26;18,66;14,39;7,83;2,8;0,64;0,04;20,45;17,78;19,69;16,73;12,75;7,78;3,26;1,14;0,35;0,08;0
5;Centro-Oeste;Total - Federal, Estadual e Municipal;Urbana;Capital;217,11;223,37;257,04;255,88;265,86;267,25;5,38;11,06;17,72;21,15;19,3;13,5;6,79;2,79;0,61;0,59;3,48;9,48;16,66;21,16;21,52;15,68;7,86;2,67;0,75;0,15;13,67;11,58;16,43;20,05;19,21;12,47;4,76;1,84;0;11,97;13,51;19,76;20,46;16,79;10,55;4,73;1,6;0,51;0,12;24,25;13,53;16,48;17,7;14,49;9;3,58;0,92;0,06;22,01;16,52;18,22;16,16;12,95;8,31;3,74;1,47;0,47;0,15;0
5;Centro-Oeste;Total - Federal, Estadual e Municipal;Urbana;Interior;213,96;221,6;259,53;257,11;266;267,08;6,4;12,37;17,91;20,51;18,42;12,54;6,39;2,59;0,65;0,76;3,88;10,52;17,65;20,76;19,94;14,89;7,64;2,87;0,88;0,22;11,39;11,28;16,92;21,15;20,07;12,48;4,97;1,74;0;11,42;13,78;19,4;19,98;16,94;10,98;5,04;1,83;0,53;0,1;21,04;15,4;19,06;19,33;14,68;7,43;2,51;0,52;0,03;19,38;18,15;20,33;17,11;12,83;7,69;3,14;1,02;0,3;0,05;0
5;Centro-Oeste;Total - Federal, Estadual e Municipal;Urbana;Total;214,92;222,14;258,71;256,71;265,95;267,14;6,09;11,97;17,85;20,7;18,69;12,84;6,51;2,65;0,64;0,71;3,76;10,2;17,34;20,88;20,42;15,13;7,7;2,81;0,84;0,2;12,14;11,38;16,76;20,79;19,79;12,48;4,9;1,77;0;11,6;13,69;19,52;20,14;16,89;10,84;4,94;1,76;0,52;0,11;22,13;14,77;18,19;18,77;14,62;7,96;2,87;0,66;0,04;20,28;17,59;19,61;16,79;12,87;7,9;3,34;1,17;0,36;0,08;0
5;Centro-Oeste;Total - Federal, Estadual, Municipal e Privada;Rural;Capital;212,08;221,29;251,01;252,35;270,73;271,56;6,47;13,36;17,81;20,89;18,83;12,41;5,76;1,87;0,47;0,54;3,4;10,03;17,7;21,49;20,93;16,45;6,98;1,85;0,62;0;15,02;12,88;18,25;21,63;18,73;8,81;3,65;1,03;0;11,47;15,07;21,29;21,33;16,7;9,33;3,63;0,93;0,17;0,08;21,49;12,04;19,96;15,78;14,28;13,07;2,6;0,76;0;14,48;17;20,75;18,8;17,46;8,67;2,45;0,17;0,21;0;0
5;Centro-Oeste;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;193,3;203,85;243,5;244,07;252,5;256,7;13,08;19,4;20,86;17,41;12,89;7,11;3,21;1,02;0,18;1,57;8,32;16,99;21,93;20,72;15,48;9,4;3,92;1,27;0,3;0,1;19,1;15,9;19,26;19,77;14,77;7,84;2,58;0,78;0;17,43;17,28;20,97;19,15;13,67;7,34;2,83;0,87;0,42;0,04;29,97;18,92;19,91;15,89;9,08;4,49;1,21;0,53;0;24,16;22,18;21,41;15,2;9,49;5,05;1,65;0,66;0,13;0,08;0
5;Centro-Oeste;Total - Federal, Estadual, Municipal e Privada;Rural;Total;196,62;206,93;244,55;245,22;254,55;258,37;11,91;18,33;20,32;18,03;13,94;8,05;3,66;1,17;0,23;1,39;7,45;15,76;21,18;20,86;16,45;10,65;4,46;1,37;0,36;0,08;18,54;15,48;19,12;20,03;15,32;7,97;2,72;0,82;0;16,6;16,98;21,01;19,45;14,09;7,62;2,94;0,88;0,38;0,04;29,02;18,15;19,92;15,88;9,67;5,45;1,37;0,56;0;23,07;21,6;21,34;15,6;10,38;5,45;1,74;0,61;0,14;0,07;0
5;Centro-Oeste;Total - Federal, Estadual, Municipal e Privada;Total;Capital;225,41;232,71;267,5;269,06;280,19;286,8;4,31;8,78;15,05;19,63;20,05;16,4;9,3;4,09;1,01;0,42;2,66;7,41;13,91;18,56;21,39;18,18;10,93;4,58;1,58;0,37;11,32;9,57;13,78;18,2;19,16;15,3;8,19;4,48;0;9,67;10,98;16,33;17,82;16,88;13,22;8,44;4,26;1,98;0,43;18,98;10,77;14,11;16,37;16,26;13,12;7,39;2,75;0,25;16,9;13;15;14,48;13,27;10,85;7,35;4,71;3,08;1,32;0,03
5;Centro-Oeste;Total - Federal, Estadual, Municipal e Privada;Total;Interior;214,89;223,12;261,07;259,39;268,48;270,4;6,4;12,14;17,5;19,92;18,57;13,05;6,74;2,74;0,68;0,76;3,93;10,27;16,88;20,25;19,69;15,49;8,23;3,22;1;0,27;11,25;11,07;16,34;20,51;20,07;12,95;5,72;2,1;0;11,11;13,11;18,71;19,7;16,99;11,7;5,63;2,16;0,76;0,15;20,46;14,74;18,28;18,97;15,07;8,38;3,27;0,77;0,06;18,55;17,45;19,39;16,74;13,07;8,65;3,9;1,67;0,44;0,13;0
5;Centro-Oeste;Total - Federal, Estadual, Municipal e Privada;Total;Total;218,51;226,42;263,4;262,9;273,02;276,75;5,68;10,99;16,66;19,82;19,08;14,2;7,62;3,2;0,79;0,64;3,49;9,29;15,86;19,67;20,28;16,41;9,16;3,69;1,2;0,31;11,28;10,53;15,41;19,67;19,74;13,8;6,61;2,96;0;10,58;12,33;17,85;19,02;16,95;12,25;6,65;2,92;1,2;0,25;19,89;13,2;16,66;17,96;15,53;10,21;4,87;1,54;0,14;17,91;15,73;17,69;15,86;13,15;9,5;5,24;2,85;1,46;0,59;0,01
5;Centro-Oeste;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;225,86;233,09;267,85;269,42;280,28;286,96;4,24;8,63;14,96;19,59;20,09;16,53;9,41;4,16;1,03;0,42;2,64;7,33;13,79;18,46;21,4;18,24;11,06;4,67;1,61;0,39;11,24;9,5;13,68;18,12;19,17;15,44;8,28;4,56;0;9,63;10,89;16,23;17,74;16,88;13,3;8,54;4,33;2,02;0,43;18,96;10,76;14,05;16,37;16,28;13,12;7,43;2,77;0,25;16,93;12,96;14,94;14,44;13,23;10,87;7,39;4,76;3,11;1,33;0,03
5;Centro-Oeste;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;216,74;224,77;262,46;260,61;269,33;271,13;5,83;11,52;17,21;20,13;19,06;13,56;7,05;2,89;0,72;0,69;3,55;9,69;16,45;20,21;20,06;16,01;8,6;3,39;1,06;0,28;10,62;10,69;16,11;20,57;20,49;13,35;5,97;2,2;0;10,61;12,77;18,53;19,74;17,26;12,04;5,85;2,26;0,79;0,15;19,96;14,51;18,19;19,13;15,39;8,59;3,38;0,78;0,07;18,25;17,2;19,28;16,82;13,26;8,84;4,02;1,72;0,46;0,13;0
5;Centro-Oeste;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;219,98;227,73;264,49;263,92;273,68;277,42;5,26;10,49;16,41;19,94;19,42;14,62;7,89;3,34;0,83;0,59;3,23;8,85;15,5;19,59;20,54;16,8;9,48;3,84;1,26;0,32;10,86;10,24;15,19;19,65;19,99;14,14;6,84;3,09;0;10,24;12,07;17,66;18,99;17,12;12,52;6,86;3,04;1,25;0,26;19,56;13,02;16,55;18,03;15,74;10,39;4,99;1,57;0,14;17,73;15,52;17,56;15,87;13,25;9,65;5,36;2,93;1,51;0,61;0,01
